,model_name,mae,mse,rmse,mpe,r2
0,lstm,46.1378,3608.4714,60.070553,0.2530780155211687,0.8629975206635581
1,gru,49.37334,3278.379,57.25713,0.9466370567679405,0.8755301129322384
2,rnn,31.2993,1559.87,39.49519,-0.033803790574893355,0.9407765713699654
3,mlp,88.2656,10795.441,103.901115,-0.47897370532155037,0.5901305575287297
4,tcn,58.83998,5004.3706,70.74158,0.5797704216092825,0.8099995732855064
