,model_name,mae,mse,rmse,mpe,r2
0,ReLU,27.559906,1218.9052,34.912823,-0.11711237020790577,0.9537219479996987
1,Sigmoid,110.918816,19047.861,138.01399,1.4817332848906517,0.27681173835677897
2,Tanh,46.983578,3612.6768,60.105545,0.11074284557253122,0.8628378653335681
3,LeakyReLU,37.52405,1947.9515,44.135605,0.5702283699065447,0.9260423110228713
4,ELU,27.774496,1276.5942,35.729458,-0.2259348053485155,0.9515316787654685
5,SELU,27.762522,1298.6752,36.037136,-0.23619804996997118,0.9506933271820829
6,Softplus,65.19983,6718.079,81.96389,1.0645869188010693,0.7449353856417449
7,GELU,27.37786,1223.977,34.985382,0.03401346621103585,0.9535293824597842
